id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
11,VBD_npp_d20220616_t1728561_x1079484E_y078484N_l0003_s0249_v23,2022-09-24 01:21:03,7.848396,107.948380,110.834,2022-06-16 17:28:56,2022-06-17 00:28:56,3,249,0.318625,1,2529,1.20679,0.345269,0.801365,0.4,0.909153,0.75,0.0784883,0.0001,1.25209e-18,999999,-1.932975e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.299,17.1337,66.1548,97.4894,41.9717,144.197
12,VBD_npp_d20220616_t1729103_x1079064E_y070190N_l0130_s0267_v23,2022-09-24 01:21:03,7.018985,107.906395,10.3705,2022-06-16 17:29:10,2022-06-17 00:29:10,130,267,0.336621,1,2273,0.381383,0.327205,0.634654,0.4,0.795091,0.75,0.0794956,0.0001,4.14872e-18,999999,-9.798260e-02,3,Vietnamese Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,148.085,17.5528,65.8358,97.7062,41.2834,143.65
13,VBD_npp_d20220616_t1728561_x1081870E_y078101N_l0004_s0284_v23,2022-09-24 01:21:03,7.810098,108.187012,11.1657,2022-06-16 17:28:56,2022-06-17 00:28:56,4,284,0.354689,11,51681,0.408073,0.301629,0.754549,0.4,0.812248,0.75,0.078755,0.0001,4.0481e-18,999999,1.650819e-02,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.450016,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.265,17.5352,65.5348,97.4898,41.8004,144.424
14,VBD_npp_d20220616_t1728561_x1081986E_y077947N_l0006_s0286_v23,2022-09-24 01:21:03,7.794671,108.198586,56.7405,2022-06-16 17:28:56,2022-06-17 00:28:56,6,286,0.381576,4,35237,1.00451,0.293954,0.754549,0.4,0.723405,0.75,0.0787837,0.0001,4.4452e-18,999999,6.102173e-02,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.276,17.5611,65.4998,97.4262,41.781,144.426
15,VBD_npp_d20220616_t1728596_x1083973E_y075855N_l0034_s0320_v23,2022-09-24 01:21:03,7.585476,108.397293,103.371,2022-06-16 17:28:59,2022-06-17 00:28:59,34,320,0.357178,1,2529,1.27386,0.305814,0.854867,0.4,0.975716,0.75,0.0792279,0.0001,1.49643e-17,999999,4.307551e-03,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.411,18.0037,64.8712,97.6309,41.4841,144.512
16,VBD_npp_d20220616_t1729138_x1083579E_y066922N_l0170_s0340_v23,2022-09-24 01:21:03,6.692229,108.357941,15.9719,2022-06-16 17:29:13,2022-06-17 00:29:13,170,340,0.257381,2,2465,0.450443,0.380994,0.572284,0.4,0.748403,0.75,0.08031,0.0001,5.54243e-17,999999,-3.551917e-01,3,Vietnamese Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,148.253,18.4805,64.5018,97.5439,40.7392,143.917
17,VBD_npp_d20220616_t1729494_x1081510E_y045767N_l0494_s0373_v23,2022-09-24 01:21:03,4.576680,108.151031,52.3001,2022-06-16 17:29:49,2022-06-17 00:29:49,494,373,0.176577,1,2529,0.754625,0.269552,0.765794,0.4,0.871006,0.75,0.0828819,0.0001,5.83346e-16,999999,1.777097e-01,3,Indonesian Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,150.272,19.5408,63.8676,97.8103,39.0626,142.292
18,VBD_npp_d20220616_t1728578_x1088688E_y075814N_l0025_s0386_v23,2022-09-24 01:21:03,7.581391,108.868835,27.8933,2022-06-16 17:28:57,2022-06-17 00:28:57,25,386,0.376384,4,51685,0.796114,0.277391,0.809828,0.4,0.838117,0.75,0.079649,0.0001,1.26521e-16,999999,1.402216e-01,3,Vietnamese Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.744062,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.27,18.748,63.6138,97.4402,41.2116,145.008
19,VBD_npp_d20220616_t1730054_x1081407E_y036608N_l0633_s0400_v23,2022-09-24 01:21:03,3.660823,108.140701,8.59253,2022-06-16 17:30:05,2022-06-17 00:30:05,633,400,0.310374,2,2209,0.246049,0.240465,0.418112,0.4,0.673517,0.75,0.0839474,0.0001,2.01742e-15,999999,2.401078e-01,3,Indonesian Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,151.115,20.1928,63.3464,98.177,38.2978,141.628
20,VBD_npp_d20220616_t1729067_x1103218E_y068775N_l0102_s0613_v23,2022-09-24 01:21:03,6.877509,110.321754,25.6483,2022-06-16 17:29:06,2022-06-17 00:29:06,102,613,0.298708,1,2529,0.711706,0.298757,0.771606,0.4,0.905898,0.75,0.0817945,0.0001,1.30172e-13,999999,3.805288e-02,3,Vietnamese Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.422,21.4794,58.8275,97.84,39.777,146.179
21,VBD_npp_d20220616_t1729067_x1105295E_y068488N_l0102_s0643_v23,2022-09-24 01:21:03,6.848785,110.529495,12.1473,2022-06-16 17:29:06,2022-06-17 00:29:06,102,643,0.224519,1,2529,0.40036,0.351934,0.596332,0.4,0.788035,0.75,0.082002,0.0001,2.99445e-13,999999,-2.162328e-01,3,Overlapping claim South China Sea,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.373,21.8204,58.1221,97.865,39.6367,146.395
22,VBD_npp_d20220616_t1729085_x1106169E_y067584N_l0114_s0658_v23,2022-09-24 01:21:03,6.758440,110.616882,23.9828,2022-06-16 17:29:08,2022-06-17 00:29:08,114,658,0.240168,1,2529,0.599263,0.295739,0.716499,0.4,0.812277,0.75,0.0821892,0.0001,4.55455e-13,999999,5.248304e-02,3,Overlapping claim South China Sea,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.422,22.0209,57.7584,98.0634,39.5077,146.441
23,VBD_npp_d20220616_t1728561_x1110367E_y073967N_l0009_s0698_v23,2022-09-24 01:21:03,7.396729,111.036720,11.6959,2022-06-16 17:28:56,2022-06-17 00:28:56,9,698,0.349709,1,2529,0.482437,0.271042,0.710613,0.4,0.860405,0.75,0.0817236,0.0001,1.02415e-12,999999,1.705807e-01,3,Vietnamese Exclusive Economic Zone,WPP711,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,146.693,22.2175,56.7854,97.6915,39.8463,147.297
24,VBD_npp_d20220616_t1730108_x1102681E_y030555N_l0677_s0721_v23,2022-09-24 01:21:03,3.055509,110.268082,24.0176,2022-06-16 17:30:10,2022-06-17 01:30:10,677,721,0.274808,1,2529,0.622089,0.298275,0.605934,0.4,0.849099,0.75,0.0864932,0.0001,1.17131e-11,999999,-5.476351e-02,3,Malaysian Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,150.862,24.3152,56.2162,98.521,36.4877,143.541
25,VBD_npp_d20220616_t1729049_x1111225E_y068109N_l0095_s0727_v23,2022-09-24 01:21:03,6.810878,111.122467,8.68079,2022-06-16 17:29:04,2022-06-17 00:29:04,95,727,0.298637,2,2209,0.317436,0.307215,0.451308,0.4,0.741628,0.75,0.0825276,0.0001,3.0382e-12,999999,-2.390982e-03,3,Overlapping claim South China Sea,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,147.188,22.7498,56.0601,97.5256,39.281,147.044
26,VBD_npp_d20220616_t1728561_x1115620E_y073181N_l0010_s0775_v23,2022-09-24 01:21:03,7.318055,111.561981,11.0258,2022-06-16 17:28:56,2022-06-17 00:28:56,10,775,0.381292,1,2529,0.459742,0.321516,0.633313,0.4,0.831887,0.75,0.0822453,0.0001,7.78959e-12,999999,-7.077775e-02,3,Overlapping claim South China Sea,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,146.565,23.0606,54.8355,97.7116,39.4958,147.855
27,VBD_npp_d20220616_t1729281_x1118692E_y053795N_l0294_s0878_v23,2022-09-24 01:21:03,5.379541,111.869179,128.434,2022-06-16 17:29:28,2022-06-17 01:29:28,294,878,0.401564,4,100837,1.42732,0.263447,0.876922,0.4,0.978988,0.75,0.0850882,0.0001,1.99049e-10,999999,1.228836e-01,3,Malaysian Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,148.158,24.9658,52.0355,98.2225,37.6024,147.031
28,VBD_npp_d20220616_t1729316_x1118197E_y051446N_l0330_s0878_v23,2022-09-24 01:21:03,5.144640,111.819656,12.9117,2022-06-16 17:29:31,2022-06-17 01:29:31,330,878,0.398221,4,100837,0.583512,0.274288,0.784035,0.4,0.917235,0.75,0.085331,0.0001,2.2315e-10,999999,6.758552e-02,3,Malaysian Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,148.385,25.0727,52.0397,98.0465,37.4222,146.817
29,VBD_npp_d20220616_t1729281_x1119804E_y053842N_l0291_s0894_v23,2022-09-24 01:21:03,5.384188,111.980423,6.76551,2022-06-16 17:29:28,2022-06-17 01:29:28,291,894,0.402417,1,2529,0.368206,0.264894,0.609575,0.4,0.861833,0.75,0.0851737,0.0001,2.80415e-10,999999,1.155010e-01,3,Malaysian Exclusive Economic Zone,,,SVDNB_npp_d20220616_t1728558_e1730199_b55109_c20220616185510610431_oebc_ops.h5,GDNBO_npp_d20220616_t1728558_e1730199_b55109_c20220616185328643035_oebc_ops.h5,SVI04_npp_d20220616_t1728558_e1730199_b55109_c20220616185514739828_oebc_ops.dspace_rad,VNFF_npp_d20220616_t1728558_e1730199_b55109_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,8.080222;6.129436;3.850294;-1.020687;1.113752;3.191976,106.229462;120.018143;133.602020;132.453903;118.899467;105.213303,npp_d20220616_t1726050_e1727291_b55109;npp_d20220616_t1727304_e1728545_b55109;npp_d20220616_t1728558_e1730199_b55109;npp_d20220616_t1730212_e1731454_b55109,148.107,25.1345,51.5787,98.385,37.5454,147.168
