id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20121004_t1558538_x1403895E_y031883N_l3071_s1868_v23,2017-05-21 04:38:33,3.188277,140.389450,4.16774,2012-10-04 15:58:53,2012-10-05 01:58:53,3071,1868,0.321024,2,2465,0.238305,0.228878,0.821236,0.4,0.614376,0.75,0.0615976,0.0001,0.00220503,999999,999999,3,,,,SVDNB_npp_d20121004_t1553137_e1558541_b04856_c20121004215854750491_noaa_ops.h5,GDNBO_npp_d20121004_t1553137_e1558541_b04856_c20121004215854750134_noaa_ops.h5,SVI04_npp_d20121004_t1553137_e1558541_b04856_c20121004215854823214_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1553137_e1558541_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,24.659262;23.067312;20.136229;15.349609;10.532395;5.688080;0.823441;3.014201;5.037523;9.927927;14.830608;19.740917,131.132538;146.160736;160.565750;158.961884;157.514389;156.211380;155.026962;141.478333;127.746574;128.733536;129.622818;130.425385,npp_d20121004_t1553137_e1558541_b04856,157.028,94.4612,9.68337,96.1955,31.1224,54.4637
1,VBD_npp_d20121004_t1603474_x1239928E_y117288S_l2640_s0066_v23,2017-05-21 04:39:52,-11.728839,123.992805,4.83403,2012-10-04 16:03:47,2012-10-05 00:03:47,2640,66,0.356105,1,2273,0.215848,0.198756,0.585403,0.4,0.793807,0.75,0.0396982,0.0001,6.42155e-30,999999,5.210457e-02,3,Australian Exclusive Economic Zone,WPP573,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.859,154.28,69.3736,101.847,52.4506,52.3454
2,VBD_npp_d20121004_t1603491_x1239924E_y117300S_l2641_s0067_v23,2017-05-21 04:39:52,-11.730046,123.992432,6.95416,2012-10-04 16:03:49,2012-10-05 00:03:49,2641,67,0.356105,1,2529,0.274962,0.213341,0.611709,0.4,0.848031,0.75,0.0396974,0.0001,8.65946e-30,999999,-5.169301e-02,3,Australian Exclusive Economic Zone,WPP573,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.855,154.261,69.3571,102.298,52.4459,52.3401
3,VBD_npp_d20121004_t1603225_x1259837E_y106133S_l2412_s0292_v23,2017-05-21 04:39:52,-10.613318,125.983727,127.486,2012-10-04 16:03:22,2012-10-05 00:03:22,2412,292,0.372126,4,100837,1.40094,0.189665,0.895321,0.4,0.982853,0.75,0.0421525,0.0001,7.2417e-24,999999,1.168123e-01,3,Area of overlap between Australian Seabed Jurisdiction and Indonesian Exclusive Economic Zone Jurisdiction,WPP573,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.927,147.294,65.526,101.256,50.278,51.7621
4,VBD_npp_d20121004_t1603225_x1261661E_y106216S_l2408_s0317_v23,2017-05-21 04:39:52,-10.621615,126.166107,1805.33,2012-10-04 16:03:22,2012-10-05 00:03:22,2408,317,0.579734,4,100837,1.52848,0.0875,0.811489,0.4,0.912361,0.75,0.0422986,0.0001,2.60408e-23,999999,8.504385e-01,3,Joint Development Area Australia - East Timor,,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.822,146.813,65.0567,101.352,50.1408,51.6278
5,VBD_npp_d20121004_t1603278_x1265944E_y110635S_l2461_s0392_v23,2017-05-21 04:39:52,-11.063495,126.594376,19.3389,2012-10-04 16:03:27,2012-10-05 00:03:27,2461,392,0.31213,4,100773,0.278518,0.175895,0.84319,0.4,0.682525,0.75,0.0424734,0.0001,4.93422e-22,999999,2.148143e-01,3,Joint Development Area Australia - East Timor,,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.209,146.349,63.628,101.156,50.0708,51.0102
6,VBD_npp_d20121004_t1603278_x1266080E_y110662S_l2461_s0394_v23,2017-05-21 04:39:52,-11.066178,126.608032,569.577,2012-10-04 16:03:27,2012-10-05 00:03:27,2461,394,0.39229,4,100837,1.43998,0.175313,0.84319,0.4,0.916429,0.75,0.0424837,0.0001,5.38803e-22,999999,2.189503e-01,3,Joint Development Area Australia - East Timor,,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.199,146.318,63.5894,101.153,50.0619,50.9985
7,VBD_npp_d20121004_t1603278_x1266191E_y110473S_l2458_s0395_v23,2017-05-21 04:39:52,-11.047280,126.619141,35.5011,2012-10-04 16:03:27,2012-10-05 00:03:27,2458,395,0.353287,4,117221,0.66282,0.178578,0.823301,0.4,0.853945,0.75,0.042501,0.0001,6.01205e-22,999999,1.957147e-01,3,Joint Development Area Australia - East Timor,,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.244966,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.209,146.259,63.5696,101.255,50.0414,51.0031
8,VBD_npp_d20121004_t1603278_x1266774E_y110728S_l2460_s0404_v23,2017-05-21 04:39:52,-11.072783,126.677376,7.49737,2012-10-04 16:03:27,2012-10-05 00:03:27,2460,404,0.363176,11,51681,0.343662,0.281836,0.720315,0.4,0.819453,0.75,0.0425386,0.0001,8.5139e-22,999999,-5.391785e-01,3,Joint Development Area Australia - East Timor,,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.695543,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,161.156,146.15,63.3969,101.174,50.0126,50.9439
9,VBD_npp_d20121004_t1600121_x1308784E_y000036N_l0692_s0601_v23,2017-05-21 04:39:52,0.003627,130.878433,5.69803,2012-10-04 16:00:12,2012-10-05 01:00:12,692,601,0.291413,1,2529,0.280067,0.245055,0.713459,0.4,0.766213,0.75,0.0524579,0.0001,8.90644e-15,999999,-3.099844e-01,3,Indonesian Exclusive Economic Zone,WPP715,,SVDNB_npp_d20121004_t1558553_e1604357_b04856_c20121004220435894448_noaa_ops.h5,GDNBO_npp_d20121004_t1558553_e1604357_b04856_c20121004220435893158_noaa_ops.h5,SVI04_npp_d20121004_t1558553_e1604357_b04856_c20121004220435861106_noaa_ops.dspace_rad,VNFF_npp_d20121004_t1558553_e1604357_b04856_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.040706;3.003338;0.825829;-4.057360;-8.950578;-13.852293;-18.759514;-17.050959;-14.331391;-9.534572;-4.694691;0.161946,127.738495;141.469528;155.018616;153.953293;152.978394;152.099274;151.311096;136.909683;122.698212;124.185654;125.465538;126.660553,npp_d20121004_t1558553_e1604357_b04856,165.457,108.924,59.1834,99.0353,40.6582,57.7303
