id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20130422_t1514119_x1387630E_y099737S_l0799_s0308_v23,2017-05-25 22:51:26,-9.973654,138.763031,23.6746,2013-04-22 15:14:11,2013-04-23 00:14:11,799,308,0.38207,2,2721,0.417224,0.330155,0.622901,0.4,0.735414,0.75,0.0520125,0.0001,0.151875,999999,-1.111303e-01,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,172.066,71.5478,65.13,100.979,49.6979,-81.7383
2,VBD_npp_d20130422_t1514013_x1396184E_y094629S_l0698_s0407_v23,2017-05-25 22:51:26,-9.462946,139.618408,16.7847,2013-04-22 15:14:01,2013-04-23 00:14:01,698,407,0.372567,2,2721,0.39688,0.330155,0.617785,0.4,0.721016,0.75,0.0509447,0.0001,0.154431,999999,4.347167e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,171.143,69.931,63.2432,100.875,50.4285,-82.4043
3,VBD_npp_d20130422_t1513577_x1397416E_y093088S_l0671_s0418_v23,2017-05-25 22:51:26,-9.308790,139.741592,65.0154,2013-04-22 15:13:57,2013-04-23 00:13:57,671,418,0.363176,6,264929,0.666629,0.330155,0.71889,0.4,0.863616,0.75,0.0508067,0.0001,0.155208,1.25239,-9.575653e-02,3,,,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.989,69.2317,63.0275,100.633,50.5158,-82.5631
4,VBD_npp_d20130422_t1513577_x1397626E_y093127S_l0671_s0421_v23,2017-05-25 22:51:26,-9.312744,139.762558,430.259,2013-04-22 15:13:57,2013-04-23 00:13:57,671,421,0.377595,6,264865,0.35482,0.330155,0.746039,0.4,0.742569,0.75,0.0507778,0.0001,0.155285,1.25239,-1.661581e-01,3,,,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.971,69.2977,62.9669,100.63,50.537,-82.5654
5,VBD_npp_d20130422_t1513595_x1397589E_y093184S_l0673_s0422_v23,2017-05-25 22:51:26,-9.318429,139.758896,37.8398,2013-04-22 15:13:59,2013-04-23 00:13:59,673,422,0.376158,6,264929,0.520844,0.330155,0.746039,0.4,0.834327,0.75,0.0507706,0.0001,0.152882,1.25239,-1.591540e-01,3,,,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.969,69.3388,62.9526,101.157,50.5412,-82.5618
6,VBD_npp_d20130422_t1513577_x1397779E_y093084S_l0670_s0423_v23,2017-05-25 22:51:26,-9.308429,139.777908,882.758,2013-04-22 15:13:57,2013-04-23 00:13:57,670,423,0.363784,6,264929,0.683425,0.330155,0.729295,0.4,0.827147,0.75,0.0507573,0.0001,0.155157,1.25239,-1.909749e-01,3,,,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.955,69.3035,62.9262,100.664,50.5516,-82.5732
7,VBD_npp_d20130422_t1513577_x1397932E_y093041S_l0669_s0425_v23,2017-05-25 22:51:26,-9.304120,139.793228,231.163,2013-04-22 15:13:57,2013-04-23 00:13:57,669,425,0.355165,6,264929,0.504329,0.330155,0.729295,0.4,0.813635,0.75,0.0507369,0.0001,0.155025,1.25239,-1.449961e-01,3,,,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.94,69.3093,62.8856,100.697,50.5662,-82.5809
8,VBD_npp_d20130422_t1513541_x1398651E_y090460S_l0629_s0426_v23,2017-05-25 22:51:26,-9.046002,139.865051,28.251,2013-04-22 15:13:54,2013-04-23 00:13:54,629,426,0.303291,1,2785,0.578575,0.330155,0.745479,0.4,0.834162,0.75,0.0506794,0.0001,0.153033,999999,9.902303e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.793,67.9329,62.867,100.939,50.59,-82.812
9,VBD_npp_d20130422_t1514013_x1399160E_y095346S_l0700_s0451_v23,2017-05-25 22:51:26,-9.534599,139.915985,188.86,2013-04-22 15:14:01,2013-04-23 00:14:01,700,451,0.385329,8,281313,1.25239,0.330155,0.855779,0.4,0.963769,0.75,0.0505232,0.0001,0.155759,1.25239,-4.567412e-03,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.33115,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.89,70.9308,62.3684,100.75,50.7321,-82.4261
10,VBD_npp_d20130422_t1514013_x1404410E_y095920S_l0694_s0526_v23,2017-05-25 22:51:26,-9.591962,140.441040,45.5273,2013-04-22 15:14:01,2013-04-23 00:14:01,694,526,0.391074,6,264929,0.664669,0.330155,0.779452,0.4,0.844757,0.75,0.0497915,0.0001,0.154646,1.25239,7.285414e-04,3,,,,SVDNB_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231567_noaa_ops.h5,GDNBO_npp_d20130422_t1512445_e1518249_b07693_c20130422211842231156_noaa_ops.h5,SVI04_npp_d20130422_t1512445_e1518249_b07693_c20130423205224580345_noaa_ops.dspace_rad,VNFF_npp_d20130422_t1512445_e1518249_b07693_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-4.518033;-6.851632;-8.777356;-13.680855;-18.588736;-23.499464;-28.410524;-26.870722;-23.670238;-18.936165;-14.162601;-9.355395,138.000809;151.716354;165.463669;164.583023;163.788681;163.086517;162.482010;146.903427;131.869553;133.645615;135.245132;136.691833,npp_d20130422_t1512445_e1518249_b07693,170.417,72.1698,60.794,100.886,51.2585,-82.5225
