id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20130716_t1520064_x1365829E_y082139S_l2211_s0131_v23,2017-05-26 10:52:32,-8.213903,136.582947,2.65185,2013-07-16 15:20:06,2013-07-17 00:20:06,2211,131,0.278155,1,2401,0.122209,0.0875,0.457001,0.4,0.886233,0.75,5.71045e-05,0.0001,7.26873e-17,999999,-1.263980e-01,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,166.062,20.0557,68.2087,101.187,92.2935,-103.105
2,VBD_npp_d20130716_t1520082_x1366304E_y083586S_l2231_s0143_v23,2017-05-26 10:52:32,-8.358559,136.630417,7.91375,2013-07-16 15:20:08,2013-07-17 00:20:08,2231,143,0.306882,1,2401,0.420711,0.0875,0.755228,0.4,0.930822,0.75,5.65363e-05,0.0001,1.79567e-16,999999,1.517436e-01,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,166.179,20.4567,68.0166,101.08,92.3133,-103.117
3,VBD_npp_d20130716_t1520082_x1366343E_y083736S_l2233_s0144_v23,2017-05-26 10:52:32,-8.373565,136.634323,2.69583,2013-07-16 15:20:08,2013-07-17 00:20:08,2233,144,0.312738,1,2401,0.10025,0.0875,0.755228,0.4,0.819953,0.75,5.65311e-05,0.0001,2.26593e-16,999999,1.156876e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,166.192,20.4922,68.0008,101.019,92.3136,-103.118
4,VBD_npp_d20130716_t1519558_x1368382E_y077103S_l2127_s0147_v23,2017-05-26 10:52:32,-7.710278,136.838226,3.38118,2013-07-16 15:19:55,2013-07-17 00:19:55,2127,147,0.328924,1,2401,0.159725,0.0875,0.567815,0.4,0.841397,0.75,3.88858e-05,0.0001,2.54237e-16,999999,3.800566e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,165.517,20.1177,67.9526,100.652,92.6124,-103.123
5,VBD_npp_d20130716_t1519575_x1368351E_y077595S_l2135_s0149_v23,2017-05-26 10:52:32,-7.759506,136.835068,3.30608,2013-07-16 15:19:57,2013-07-17 00:19:57,2135,149,0.320583,1,2401,0.134311,0.0875,0.460277,0.4,0.872821,0.75,3.94322e-05,0.0001,1.326e-16,999999,1.337066e-01,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,165.562,20.1983,67.9199,100.917,92.6051,-103.125
6,VBD_npp_d20130716_t1519522_x1369666E_y074583S_l2086_s0156_v23,2017-05-26 10:52:32,-7.458250,136.966599,2.21065,2013-07-16 15:19:52,2013-07-17 00:19:52,2086,156,0.326438,3,2369,0.0884877,0.0875,0.37208,0.4,0.864756,0.75,3.10182e-05,0.0001,1.19475e-16,999999,1.786248e-01,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,165.242,20.1751,67.8023,100.863,92.7796,-103.131
7,VBD_npp_d20130716_t1520082_x1367300E_y084134S_l2236_s0159_v23,2017-05-26 10:52:32,-8.413409,136.730026,4.04396,2013-07-16 15:20:08,2013-07-17 00:20:08,2236,159,0.308705,1,2401,0.208394,0.0875,0.643874,0.4,0.819863,0.75,5.16203e-05,0.0001,4.98289e-16,999999,9.668339e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,166.195,20.8959,67.7608,100.914,92.3967,-103.133
8,VBD_npp_d20130716_t1519558_x1369992E_y076844S_l2119_s0169_v23,2017-05-26 10:52:32,-7.684367,136.999176,2.52666,2013-07-16 15:19:55,2013-07-17 00:19:55,2119,169,0.31887,1,2401,0.0945742,0.0875,0.671428,0.4,0.88919,0.75,3.18588e-05,0.0001,2.44934e-16,999999,-2.774113e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,165.437,20.6385,67.5883,100.873,92.7735,-103.145
9,VBD_npp_d20130716_t1519558_x1369924E_y077183S_l2124_s0169_v23,2017-05-26 10:52:32,-7.718270,136.992355,4.16395,2013-07-16 15:19:55,2013-07-17 00:19:55,2124,169,0.34036,1,2401,0.243078,0.0875,0.693077,0.4,0.838037,0.75,3.24624e-05,0.0001,4.01424e-16,999999,2.759646e-01,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,165.471,20.6612,67.5891,100.722,92.7592,-103.145
10,VBD_npp_d20130716_t1519540_x1370377E_y076279S_l2109_s0172_v23,2017-05-26 10:52:32,-7.627852,137.037720,3.18716,2013-07-16 15:19:54,2013-07-17 00:19:54,2109,172,0.326659,1,2401,0.164439,0.0875,0.62712,0.4,0.894063,0.75,2.98696e-05,0.0001,4.53575e-16,999999,1.329486e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999731_noaa_ops.h5,GDNBO_npp_d20130716_t1516006_e1521410_b08899_c20130716212142999348_noaa_ops.h5,SVI04_npp_d20130716_t1516006_e1521410_b08899_c20130716212142221121_noaa_ops.dspace_rad,VNFF_npp_d20130716_t1516006_e1521410_b08899_v21.csv,World_EEZ_v8_2014.shp,WPP_BFAR_merge.shp,KKP_IDN_merge_20161208.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,NCEI_NGA.union.nga_lead2.add_2015ntl.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.950457;3.937382;1.718645;-3.160341;-8.050768;-12.950235;-17.855715;-16.122704;-13.440734;-8.629599;-3.802719;1.069333,139.047531;152.781647;166.355331;165.263046;164.271561;163.372162;162.563843;148.223297;134.098434;135.519852;136.875519;137.983124,npp_d20130716_t1516006_e1521410_b08899,165.374,20.6687,67.5414,100.661,92.8166,-103.147
